region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 1,20,33,Unmarried,13,44,Some college,8,No,Female,1,No,Yes,No,No,6,0,29,0,0,124,0,551,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,1.86,,3.37,,,3.78,E-service,No
Zone 1,72,52,Married,21,63,Did not complete high school,24,No,Male,3,Yes,No,Yes,No,42,26,0,33,0,3115,1872,0,2305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.74,3.25,,3.50,,4.14,Plus service,No
Zone 3,32,50,Unmarried,28,57,College degree,20,No,Male,1,Yes,No,Yes,Yes,5,39,0,38,24,123,1267,0,1205,707,No,No,No,No,Yes,Yes,Yes,Yes,No,1.53,3.65,,3.63,3.16,4.04,Plus service,No
Zone 3,22,57,Married,7,264,Did not complete high school,35,No,Female,2,No,No,Yes,No,3,0,0,6,0,68,0,0,105,0,No,No,No,No,Yes,No,Yes,Yes,No,1.10,,,1.79,,5.58,Plus service,No
Zone 2,6,24,Unmarried,2,28,Did not complete high school,5,No,Male,2,Yes,No,Yes,No,4,9,0,28,0,35,58,0,155,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.48,2.20,,3.34,,3.33,Plus service,Yes
Zone 3,32,23,Married,2,26,Some college,1,No,Female,6,Yes,Yes,Yes,No,11,24,31,28,0,325,797,856,880,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.40,3.18,3.44,3.34,,3.26,Total service,No
Zone 1,38,33,Unmarried,3,38,College degree,0,No,Male,1,No,Yes,Yes,No,11,0,27,12,0,413,0,959,465,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39,,3.30,2.51,,3.64,E-service,No
Zone 1,53,35,Unmarried,15,59,Some college,5,No,Female,1,Yes,No,Yes,No,17,23,0,19,0,888,1251,0,995,0,No,No,Yes,No,No,Yes,Yes,No,No,2.82,3.15,,2.92,,4.08,Plus service,No
Zone 3,37,76,Unmarried,38,117,College degree,21,No,Female,1,No,No,Yes,No,8,0,0,6,0,274,0,0,230,0,No,No,No,No,No,No,No,No,No,2.01,,,1.83,,4.76,Basic service,No
Zone 1,47,35,Married,13,70,College degree,9,No,Female,2,Yes,Yes,No,Yes,11,33,47,0,46,551,1556,2138,0,2168,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.37,3.50,3.86,,3.83,4.25,Total service,Yes
Zone 3,69,59,Unmarried,37,104,High school degree,13,No,Male,1,Yes,No,Yes,No,16,31,0,14,0,1121,2105,0,925,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.77,3.42,,2.62,,4.64,Plus service,No
Zone 3,63,56,Unmarried,17,71,Some college,18,No,Female,1,No,No,Yes,No,18,0,0,25,0,1163,0,0,1510,0,No,No,No,No,No,No,No,Yes,No,2.91,,,3.21,,4.26,Basic service,No
Zone 1,61,34,Married,0,70,Some college,7,No,Female,3,Yes,Yes,Yes,Yes,19,30,52,19,47,1231,1820,3046,1095,2840,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.94,3.40,3.95,2.93,3.86,4.25,Total service,Yes
Zone 1,56,38,Married,8,56,College degree,10,No,Male,2,Yes,Yes,Yes,Yes,25,27,45,12,27,1418,1435,2452,645,1554,No,No,Yes,Yes,Yes,Yes,No,No,Yes,3.22,3.29,3.81,2.44,3.31,4.03,Total service,No
Zone 3,40,57,Married,18,68,Did not complete high school,23,No,Male,2,Yes,No,No,No,13,26,0,0,0,572,988,0,0,0,No,No,No,No,No,Yes,No,Yes,No,2.59,3.25,,,,4.22,Plus service,No
Zone 2,61,45,Unmarried,21,80,High school degree,13,No,Female,1,No,No,Yes,No,18,0,0,35,0,1115,0,0,2200,0,Yes,No,No,No,No,No,No,No,No,2.90,,,3.56,,4.38,E-service,No
Zone 2,16,26,Unmarried,7,21,College degree,1,No,Male,6,Yes,Yes,No,Yes,4,11,45,0,31,57,182,639,0,438,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1.27,2.40,3.80,,3.43,3.04,Total service,No
Zone 2,7,43,Unmarried,4,69,Some college,5,No,Female,1,No,No,No,No,4,0,0,0,0,37,0,0,0,0,No,No,No,No,No,No,No,No,No,1.49,,,,,4.23,Basic service,No
Zone 3,20,31,Married,10,39,High school degree,3,No,Female,2,No,No,No,No,8,0,0,0,0,149,0,0,0,0,No,No,No,No,No,No,No,No,No,2.05,,,,,3.66,Basic service,No
Zone 2,35,38,Unmarried,7,90,High school degree,18,No,Male,4,Yes,No,Yes,No,7,18,0,14,0,246,558,0,425,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1.92,2.88,,2.64,,4.50,E-service,No
Zone 1,60,37,Married,12,64,Post-undergraduate degree,1,No,Female,2,No,No,Yes,No,15,0,0,18,0,978,0,0,970,0,Yes,No,No,No,No,No,No,No,No,2.70,,,2.86,,4.16,E-service,No
Zone 2,47,25,Unmarried,2,28,High school degree,6,No,Male,1,Yes,Yes,Yes,Yes,8,20,35,17,31,316,860,1535,770,1448,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.05,2.98,3.56,2.83,3.44,3.33,Total service,No
Zone 2,33,28,Married,3,24,High school degree,0,No,Female,6,No,No,Yes,No,8,0,0,16,0,224,0,0,485,0,No,No,No,No,No,No,No,No,Yes,2.01,,,2.76,,3.18,Basic service,No
Zone 3,12,34,Unmarried,2,44,High school degree,7,No,Male,1,No,No,No,No,4,0,0,0,0,49,0,0,0,0,No,No,No,No,No,No,No,No,No,1.40,,,,,3.78,Basic service,No
Zone 1,10,31,Unmarried,0,32,College degree,7,No,Female,2,No,Yes,No,No,5,0,28,0,0,60,0,253,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,1.69,,3.34,,,3.47,E-service,Yes
Zone 2,69,33,Married,9,52,College degree,9,No,Female,3,No,No,Yes,No,30,0,0,29,0,2143,0,0,1915,0,Yes,No,No,No,No,No,Yes,Yes,No,3.40,,,3.37,,3.95,Plus service,No
Zone 1,23,20,Unmarried,1,15,Some college,0,No,Female,1,No,No,No,No,8,0,0,0,0,200,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.01,,,,,2.71,E-service,No
Zone 1,53,31,Unmarried,10,46,Some college,6,No,Male,2,Yes,Yes,Yes,No,27,19,43,38,0,1408,935,2298,2015,0,Yes,No,Yes,Yes,No,No,No,No,No,3.30,2.92,3.75,3.62,,3.83,E-service,No
Zone 2,60,57,Married,14,107,High school degree,33,No,Female,2,Yes,No,Yes,Yes,18,31,0,21,47,1035,1863,0,1245,2640,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.87,3.43,,3.06,3.84,4.67,Plus service,No
Zone 2,33,33,Unmarried,7,56,High school degree,11,No,Male,1,No,No,Yes,No,13,0,0,16,0,471,0,0,470,0,No,No,No,No,No,Yes,No,No,No,2.60,,,2.77,,4.03,Basic service,No
Zone 3,67,40,Married,21,40,College degree,7,No,Female,4,No,Yes,Yes,Yes,24,0,47,15,37,1586,0,3013,1015,2396,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.19,,3.84,2.72,3.62,3.69,Total service,No
Zone 3,15,38,Married,5,56,Some college,13,No,Male,3,Yes,No,Yes,No,5,18,0,15,0,77,275,0,225,0,No,No,No,No,Yes,Yes,Yes,No,No,1.69,2.89,,2.71,,4.03,Plus service,No
Zone 3,64,31,Married,5,46,High school degree,7,No,Female,4,No,Yes,Yes,Yes,24,0,35,18,33,1547,0,2214,1115,2148,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3.18,,3.55,2.88,3.50,3.83,E-service,No
Zone 2,46,49,Married,13,51,High school degree,21,No,Male,2,No,No,Yes,No,7,0,0,22,0,330,0,0,945,0,No,No,No,No,No,No,No,No,No,1.98,,,3.08,,3.93,Basic service,Yes
Zone 2,72,60,Married,33,12,Did not complete high school,20,Yes,Male,3,Yes,No,Yes,Yes,54,69,0,10,44,3776,4939,0,780,3102,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.98,4.23,,2.33,3.78,2.48,Total service,No
Zone 1,61,43,Married,6,34,Post-undergraduate degree,6,No,Male,3,Yes,Yes,Yes,Yes,25,39,57,33,51,1542,2536,3280,1980,3183,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.22,3.66,4.04,3.49,3.93,3.53,Total service,Yes
Zone 3,54,27,Unmarried,3,27,High school degree,6,No,Female,5,Yes,Yes,Yes,Yes,12,35,48,6,44,661,1920,2484,315,2260,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.52,3.56,3.88,1.75,3.77,3.30,Total service,No
Zone 3,28,36,Unmarried,3,42,Some college,7,No,Female,1,Yes,No,Yes,No,13,28,0,14,0,364,820,0,370,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.56,3.34,,2.64,,3.74,Plus service,No
Zone 2,28,38,Unmarried,8,119,Post-undergraduate degree,2,No,Male,3,No,Yes,No,Yes,5,0,47,0,43,142,0,1263,0,1190,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1.62,,3.85,,3.75,4.78,Total service,Yes
Zone 2,32,43,Unmarried,13,146,Did not complete high school,27,No,Female,1,Yes,No,Yes,Yes,18,34,0,16,17,546,1091,0,510,559,No,No,No,No,Yes,Yes,Yes,Yes,No,2.91,3.51,,2.74,2.86,4.98,Plus service,No
Zone 2,52,46,Unmarried,17,51,High school degree,13,No,Female,3,No,No,Yes,No,13,0,0,15,0,639,0,0,755,0,Yes,No,No,No,No,No,No,No,No,2.53,,,2.71,,3.93,E-service,No
Zone 1,48,62,Unmarried,33,86,Did not complete high school,22,Yes,Female,1,Yes,Yes,Yes,Yes,16,34,39,19,31,729,1614,1763,920,1409,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.79,3.51,3.66,2.93,3.42,4.45,Plus service,No
Zone 3,52,42,Married,17,27,Some college,8,No,Female,2,Yes,No,Yes,No,20,31,0,20,0,1009,1661,0,1050,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.98,3.43,,2.98,,3.30,Plus service,No
Zone 1,37,43,Unmarried,8,38,Some college,9,No,Male,1,No,No,No,No,8,0,0,0,0,290,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.09,,,,,3.64,E-service,No
Zone 1,41,52,Unmarried,26,928,Some college,29,No,Male,3,Yes,No,Yes,No,8,25,0,14,0,344,1061,0,465,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.03,3.22,,2.60,,6.83,Plus service,No
Zone 2,43,27,Married,3,21,High school degree,1,No,Female,3,No,No,Yes,No,13,0,0,17,0,559,0,0,760,0,Yes,No,No,No,No,No,No,No,No,2.54,,,2.80,,3.04,E-service,No
Zone 3,67,60,Unmarried,24,24,Did not complete high school,6,No,Female,1,No,No,Yes,No,25,0,0,22,0,1659,0,0,1530,0,Yes,Yes,No,No,No,No,Yes,Yes,No,3.22,,,3.07,,3.18,Plus service,No
Zone 3,61,52,Married,30,91,Did not complete high school,25,No,Female,2,No,No,Yes,No,14,0,0,47,0,840,0,0,2790,0,No,No,No,No,No,No,No,No,No,2.62,,,3.85,,4.51,Basic service,No
Zone 3,70,39,Married,20,38,High school degree,8,No,Female,4,Yes,No,Yes,No,30,27,0,51,0,2201,1982,0,3450,0,Yes,No,No,No,Yes,No,No,Yes,No,3.41,3.28,,3.94,,3.64,Plus service,No
Zone 3,44,32,Married,1,96,College degree,5,No,Female,4,Yes,Yes,Yes,Yes,5,22,62,9,58,213,952,2804,360,2452,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.66,3.09,4.13,2.17,4.06,4.56,Total service,No
Zone 3,46,45,Unmarried,12,96,Some college,17,No,Male,1,No,Yes,Yes,No,11,0,25,10,0,504,0,1033,410,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39,,3.20,2.28,,4.56,E-service,No
Zone 3,39,34,Unmarried,2,54,Some college,5,No,Male,1,No,No,Yes,No,7,0,0,13,0,265,0,0,460,0,No,No,No,No,No,No,No,No,No,1.87,,,2.58,,3.99,Basic service,No
Zone 2,39,59,Unmarried,20,1668,College degree,27,No,Female,1,Yes,No,No,No,8,15,0,0,0,304,596,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2.10,2.71,,,,7.42,E-service,No
Zone 2,50,29,Married,10,53,College degree,0,No,Female,4,Yes,Yes,Yes,Yes,13,46,53,12,46,593,2413,2499,540,2280,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.58,3.83,3.97,2.44,3.84,3.97,Total service,No
Zone 3,5,31,Unmarried,1,21,Some college,1,No,Female,2,No,No,No,No,3,0,0,0,0,16,0,0,0,0,No,No,No,No,No,No,No,No,Yes,0.96,,,,,3.04,Basic service,Yes
Zone 2,10,34,Unmarried,1,52,Post-undergraduate degree,3,No,Female,1,No,Yes,No,Yes,4,0,33,0,25,47,0,332,0,256,Yes,No,No,Yes,No,No,No,No,Yes,1.46,,3.48,,3.23,3.95,E-service,Yes
Zone 1,72,69,Unmarried,45,17,Some college,36,Yes,Female,1,No,No,Yes,No,38,0,0,28,0,2752,0,0,2005,0,Yes,No,No,No,No,No,No,No,No,3.64,,,3.34,,2.83,E-service,No
Zone 2,68,60,Unmarried,40,262,High school degree,39,No,Female,1,No,No,Yes,No,32,0,0,26,0,2112,0,0,1690,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.45,,,3.26,,5.57,Plus service,No
Zone 3,58,28,Unmarried,5,34,Post-undergraduate degree,1,No,Female,1,No,Yes,Yes,No,20,0,42,24,0,1145,0,2276,1335,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.99,,3.73,3.17,,3.53,E-service,No
Zone 3,18,44,Married,10,107,Did not complete high school,19,No,Female,7,No,No,No,No,2,0,0,0,0,42,0,0,0,0,No,No,No,No,No,No,No,No,No,0.81,,,,,4.67,Basic service,No
Zone 1,65,45,Married,25,67,Post-undergraduate degree,13,No,Female,2,Yes,Yes,Yes,No,10,21,28,36,0,671,1392,1729,2305,0,Yes,No,No,No,No,Yes,No,Yes,No,2.29,3.03,3.32,3.58,,4.20,Plus service,No
Zone 3,8,45,Unmarried,1,37,College degree,0,No,Male,1,No,Yes,No,No,5,0,32,0,0,64,0,208,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.54,,3.47,,,3.61,E-service,Yes
Zone 2,1,20,Unmarried,1,21,High school degree,0,No,Female,2,No,Yes,No,No,1,0,24,0,0,1,0,24,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,-0.11,,3.17,,,3.04,Basic service,Yes
Zone 3,42,58,Unmarried,7,22,Did not complete high school,4,No,Female,1,No,No,No,No,4,0,0,0,0,167,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.28,,,,,3.09,E-service,No
Zone 1,4,25,Married,3,71,Some college,3,No,Female,5,No,Yes,No,No,4,0,29,0,0,15,0,110,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.28,,3.36,,,4.26,Basic service,No
Zone 3,17,35,Unmarried,4,77,Some college,8,No,Female,1,Yes,No,No,No,8,15,0,0,0,144,251,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,2.09,2.71,,,,4.34,Plus service,No
Zone 2,8,24,Married,1,18,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,3,17,39,20,34,17,134,297,165,261,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.08,2.83,3.67,3.00,3.54,2.89,Total service,Yes
Zone 1,49,37,Married,17,50,High school degree,12,No,Female,2,No,No,Yes,No,4,0,0,17,0,243,0,0,800,0,Yes,No,No,No,No,No,No,No,No,1.44,,,2.80,,3.91,E-service,No
Zone 1,56,46,Married,21,33,College degree,7,No,Male,2,No,Yes,Yes,No,23,0,33,9,0,1257,0,1847,525,0,Yes,No,No,Yes,No,No,No,No,Yes,3.12,,3.49,2.14,,3.50,E-service,No
Zone 1,62,57,Married,21,94,Did not complete high school,22,No,Male,2,Yes,No,Yes,No,12,32,0,53,0,758,2000,0,3250,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.48,3.47,,3.97,,4.54,Total service,No
Zone 2,42,57,Married,25,209,Did not complete high school,40,No,Female,4,No,No,Yes,No,9,0,0,11,0,383,0,0,475,0,No,No,No,No,No,No,No,No,No,2.25,,,2.40,,5.34,Basic service,No
Zone 1,13,32,Unmarried,7,31,College degree,5,No,Male,2,Yes,No,Yes,Yes,5,36,0,11,23,65,452,0,115,244,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.62,3.57,,2.35,3.15,3.43,Plus service,No
Zone 1,69,46,Married,18,66,High school degree,19,No,Male,4,No,No,Yes,No,22,0,0,47,0,1589,0,0,3265,0,Yes,No,No,No,No,No,No,No,No,3.08,,,3.84,,4.19,E-service,No
Zone 2,45,59,Unmarried,14,51,Did not complete high school,15,No,Male,2,No,No,Yes,No,6,0,0,5,0,236,0,0,175,0,No,No,No,No,No,No,No,No,No,1.78,,,1.66,,3.93,Basic service,No
Zone 2,66,42,Married,18,118,High school degree,20,No,Male,2,No,No,Yes,No,27,0,0,22,0,1775,0,0,1480,0,Yes,No,No,No,No,No,No,No,No,3.29,,,3.08,,4.77,E-service,No
Zone 2,15,35,Unmarried,10,25,High school degree,3,No,Male,1,No,Yes,No,No,5,0,21,0,0,41,0,291,0,0,No,No,No,Yes,No,No,No,No,Yes,1.56,,3.06,,,3.22,Basic service,Yes
Zone 1,41,44,Married,1,59,Some college,21,No,Female,3,No,Yes,Yes,No,12,0,45,25,0,480,0,1853,1005,0,Yes,Yes,No,Yes,No,Yes,No,No,Yes,2.49,,3.80,3.20,,4.08,E-service,No
Zone 2,11,20,Unmarried,1,20,High school degree,0,No,Female,1,Yes,Yes,Yes,Yes,5,23,39,14,43,48,221,428,155,388,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.56,3.14,3.65,2.60,3.75,3.00,Total service,Yes
Zone 3,45,30,Married,0,63,Post-undergraduate degree,4,No,Male,4,Yes,Yes,Yes,Yes,7,41,40,17,51,315,1850,1717,775,2240,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.96,3.71,3.68,2.80,3.93,4.14,Total service,Yes
Zone 1,52,62,Unmarried,23,36,College degree,17,No,Male,1,Yes,No,Yes,No,13,19,0,19,0,709,979,0,915,0,No,No,No,No,No,No,No,Yes,No,2.59,2.92,,2.92,,3.58,Basic service,No
Zone 1,42,56,Unmarried,24,72,College degree,18,No,Female,1,No,Yes,Yes,Yes,8,0,39,21,40,337,0,1574,770,1713,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.08,,3.65,3.02,3.69,4.28,Total service,No
Zone 2,48,35,Unmarried,11,50,Did not complete high school,16,No,Male,3,Yes,No,Yes,No,13,22,0,17,0,623,1019,0,790,0,No,Yes,No,No,Yes,Yes,No,No,No,2.55,3.08,,2.83,,3.91,Plus service,No
Zone 3,4,31,Unmarried,5,39,High school degree,5,No,Male,2,Yes,Yes,Yes,Yes,5,26,42,10,36,20,96,112,25,143,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.59,3.26,3.73,2.30,3.59,3.66,Total service,Yes
Zone 3,53,64,Married,10,54,High school degree,20,No,Female,2,Yes,Yes,Yes,Yes,10,39,51,54,75,484,2053,2658,2675,3818,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.27,3.67,3.93,3.98,4.31,3.99,Total service,No
Zone 3,1,59,Unmarried,4,9,Did not complete high school,4,Yes,Male,1,Yes,No,Yes,No,4,27,0,21,0,4,27,0,21,0,No,No,No,No,Yes,Yes,Yes,No,No,1.34,3.28,,3.02,,2.20,Plus service,No
Zone 3,19,30,Married,10,33,College degree,1,No,Male,3,Yes,Yes,No,No,4,22,32,0,0,79,396,544,0,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.40,3.10,3.46,,,3.50,Total service,No
Zone 2,33,30,Unmarried,11,28,Did not complete high school,9,No,Male,1,No,No,No,No,7,0,0,0,0,247,0,0,0,0,No,No,No,No,No,No,Yes,No,No,2.00,,,,,3.33,Basic service,No
Zone 3,42,36,Married,14,44,High school degree,11,No,Male,3,Yes,No,No,Yes,7,27,0,0,26,322,1161,0,0,1173,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.95,3.28,,,3.26,3.78,Plus service,No
Zone 1,60,32,Unmarried,12,34,College degree,4,No,Female,2,No,No,Yes,No,24,0,0,10,0,1513,0,0,615,0,Yes,No,No,No,No,No,No,No,No,3.18,,,2.30,,3.53,E-service,No
Zone 2,57,51,Married,7,68,College degree,18,No,Female,3,Yes,No,Yes,No,16,19,0,8,0,930,1096,0,365,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.78,2.93,,2.11,,4.22,Plus service,No
Zone 1,64,39,Unmarried,5,37,Did not complete high school,9,No,Male,1,No,No,Yes,No,10,0,0,18,0,641,0,0,1020,0,No,No,No,No,No,No,No,No,No,2.32,,,2.86,,3.61,Basic service,No
Zone 2,28,20,Married,1,18,Some college,0,No,Male,3,No,Yes,No,Yes,8,0,39,0,32,190,0,1041,0,873,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2.04,,3.66,,3.47,2.89,Total service,No
Zone 1,29,35,Married,10,55,High school degree,7,No,Male,4,Yes,No,Yes,No,16,22,0,31,0,478,613,0,855,0,No,No,No,No,No,Yes,Yes,Yes,No,2.75,3.08,,3.43,,4.01,Plus service,Yes
Zone 1,46,31,Married,12,21,Did not complete high school,5,No,Male,5,No,No,Yes,No,9,0,0,9,0,370,0,0,415,0,No,No,No,No,No,Yes,Yes,Yes,No,2.19,,,2.22,,3.04,Plus service,No
Zone 1,22,41,Married,9,29,Some college,11,No,Male,4,No,No,No,No,13,0,0,0,0,275,0,0,0,0,No,No,No,No,No,No,No,No,No,2.55,,,,,3.37,Basic service,Yes
Zone 2,10,56,Unmarried,26,9,High school degree,6,Yes,Male,2,No,No,No,No,3,0,0,0,0,37,0,0,0,0,No,No,No,No,No,No,No,Yes,No,1.16,,,,,2.20,Basic service,No
Zone 3,50,41,Unmarried,16,138,High school degree,18,No,Female,1,Yes,Yes,Yes,No,12,20,28,15,0,585,938,1359,690,0,Yes,No,No,No,No,No,No,No,Yes,2.51,2.98,3.33,2.67,,4.93,E-service,Yes
Zone 1,55,65,Unmarried,34,28,College degree,12,Yes,Female,1,Yes,No,Yes,Yes,19,46,0,15,41,1007,2611,0,835,2164,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.92,3.83,,2.69,3.72,3.33,Total service,No
Zone 2,15,54,Unmarried,7,62,Did not complete high school,11,No,Male,1,No,No,No,No,3,0,0,0,0,54,0,0,0,0,No,No,No,No,Yes,No,No,No,No,1.15,,,,,4.13,Basic service,No
Zone 1,31,32,Married,13,37,Some college,8,No,Female,3,Yes,No,Yes,Yes,5,20,0,9,56,141,594,0,290,1771,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.53,2.98,,2.17,4.03,3.61,Total service,No
Zone 3,5,44,Unmarried,5,83,Did not complete high school,16,No,Female,1,No,Yes,No,No,5,0,25,0,0,12,0,91,0,0,Yes,No,No,No,No,Yes,No,No,No,1.54,,3.23,,,4.42,E-service,Yes
Zone 2,69,63,Unmarried,28,168,Did not complete high school,43,No,Female,2,Yes,No,Yes,No,15,44,0,18,0,1020,3097,0,1230,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.67,3.79,,2.90,,5.12,Plus service,No
Zone 2,26,27,Married,4,33,College degree,1,No,Male,6,Yes,Yes,Yes,Yes,6,26,42,13,34,115,657,1090,310,810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.77,3.24,3.75,2.58,3.53,3.50,Total service,Yes
Zone 3,10,33,Married,2,66,Some college,9,No,Female,4,Yes,No,Yes,No,7,21,0,25,0,59,242,0,220,0,No,No,No,Yes,Yes,No,Yes,No,No,1.96,3.06,,3.23,,4.19,Basic service,Yes
Zone 1,26,30,Unmarried,9,18,College degree,1,No,Male,3,Yes,No,Yes,No,7,26,0,33,0,172,688,0,840,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.98,3.24,,3.48,,2.89,Total service,Yes
Zone 3,25,30,Unmarried,0,20,Did not complete high school,4,No,Female,1,Yes,No,Yes,No,9,22,0,16,0,216,522,0,370,0,No,No,No,No,Yes,Yes,No,Yes,No,2.15,3.08,,2.74,,3.00,Plus service,No
Zone 3,30,23,Married,4,19,Some college,1,No,Male,4,No,Yes,Yes,No,8,0,35,28,0,253,0,1088,840,0,Yes,No,No,Yes,No,No,No,No,Yes,2.07,,3.56,3.31,,2.94,E-service,No
Zone 1,21,39,Married,7,25,High school degree,1,No,Male,4,Yes,No,Yes,Yes,9,27,0,20,31,175,582,0,440,647,No,No,No,No,Yes,Yes,Yes,Yes,No,2.14,3.30,,3.00,3.44,3.22,Plus service,No
Zone 1,71,46,Unmarried,27,119,Post-undergraduate degree,7,No,Female,1,No,Yes,Yes,Yes,43,0,70,15,112,3081,0,5029,1020,7857,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.76,,4.25,2.71,4.72,4.78,Total service,No
Zone 3,11,48,Married,5,323,College degree,25,No,Male,4,Yes,No,Yes,Yes,5,30,0,22,26,49,294,0,205,223,No,No,No,Yes,Yes,Yes,Yes,Yes,No,1.66,3.40,,3.08,3.25,5.78,Plus service,Yes
Zone 1,24,30,Married,7,45,Did not complete high school,11,No,Female,2,No,No,No,No,6,0,0,0,0,135,0,0,0,0,No,No,No,No,No,No,Yes,No,No,1.79,,,,,3.81,Basic service,No
Zone 1,65,59,Married,27,197,College degree,26,No,Male,2,No,Yes,Yes,No,45,0,26,47,0,2974,0,1700,3065,0,Yes,No,Yes,No,No,No,No,No,Yes,3.82,,3.25,3.84,,5.28,E-service,No
Zone 1,16,34,Married,13,56,Some college,10,No,Female,3,No,No,No,No,9,0,0,0,0,157,0,0,0,0,No,No,No,No,No,No,No,No,No,2.24,,,,,4.03,Basic service,Yes
Zone 3,37,51,Married,26,24,College degree,4,No,Male,2,No,No,Yes,No,8,0,0,14,0,288,0,0,480,0,Yes,No,No,No,No,No,No,No,Yes,2.10,,,2.62,,3.18,E-service,No
Zone 1,5,30,Unmarried,4,25,Some college,6,No,Male,1,Yes,Yes,No,No,2,15,28,0,0,25,72,147,0,0,No,No,No,No,Yes,Yes,Yes,No,No,0.88,2.69,3.31,,,3.22,Plus service,Yes
Zone 1,3,55,Married,9,26,Post-undergraduate degree,0,No,Female,2,No,Yes,No,No,6,0,31,0,0,22,0,50,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,1.86,,3.44,,,3.26,E-service,Yes
Zone 1,5,32,Unmarried,6,33,College degree,3,No,Male,2,No,Yes,No,No,3,0,22,0,0,25,0,98,0,0,No,No,No,Yes,No,No,No,No,Yes,1.16,,3.07,,,3.50,Basic service,Yes
Zone 1,60,44,Married,4,150,High school degree,24,No,Male,2,Yes,No,Yes,Yes,20,64,0,15,37,1207,3908,0,870,2164,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.00,4.15,,2.71,3.61,5.01,Total service,No
Zone 2,19,37,Married,4,99,High school degree,15,No,Female,3,No,No,No,No,8,0,0,0,0,142,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,Yes,2.08,,,,,4.60,E-service,Yes
